no,nama,kategori,alamat,kota,lat,lng,plusCode,rating,jumlahUlasan,telepon,website,foto,jamBuka,linkMaps,sumberQuery
23,EIGHTEEN Coffee & Eatery,Restoran Asia,"Jl. Rusa No.46C, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142, Indonesia",Makassar,-5.15163,119.4216345,"RCXC+8M Maricaya, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,487,+6282293251818,https://www.instagram.com/eighteen.eatery?igsh=MThxNTFxOTNidndkaw==,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn5iuEpO1IfHzpA4pRs0ZDEA0qyMLpgG3MtyCi-tF38goRjvICKzX1sUd_QGJBNzB689BGSZNjlnkex7UnyQLD1JthNsXfwUQ0FHPpYc73pGntcIzpsLJhxDIOlte-yHbWiJTpeJtrLdTkn=w408-h725-k-no,"Senin,08.00 hingga 22.30 | Selasa,08.00 hingga 22.30 | Rabu,08.00 hingga 22.30 | Kamis,08.00 hingga 22.30 | Jumat,08.00 hingga 22.30 | Sabtu,08.00 hingga 23.30 | Minggu,08.00 hingga 22.30",https://www.google.com/maps/place/EIGHTEEN+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2dbee3d8c4ad8291:0x7ec5564f106218ac!8m2!3d-5.15163!4d119.4216345!16s%2Fg%2F11hsf5pfc3!19sChIJkYKtxNjjvi0RrBhiEE9WxX4,cafe Makassar
24,Red Corner Cafe,Kafe,"Jl. Yusuf Daeng Ngawing, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1660611,119.4359136,"RCMP+H9 Tidung, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,1883,+6281342249966,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlgxEDiWeXtoXhdn7HfavXo3N19sK_qm22Jn85PB4qyzBa6Q6Q0tLFPZrnYaz5NmLMmPs07ARRtMe1pVQPY_jsbuzW6MoebGBOCloeZ6NmQvslp0TUZi0UDIRnONx04ReGpruI=w426-h240-k-no,"Senin,08.00 hingga 00.00 | Selasa,08.00 hingga 00.00 | Rabu,08.00 hingga 00.00 | Kamis,08.00 hingga 00.00 | Jumat,08.00 hingga 00.00 | Sabtu,08.00 hingga 00.00 | Minggu,08.00 hingga 00.00",https://www.google.com/maps/place/Red+Corner+Cafe/data=!4m7!3m6!1s0x2dbee293a8a03b85:0x2693ca87ce6a070f!8m2!3d-5.1660611!4d119.4359136!16s%2Fg%2F11g8pwkh5t!19sChIJhTugqJPivi0RDwdqzofKkyY,cafe Makassar | kedai kopi Makassar | coffee shop Makassar
25,Paskop,Kedai Kopi,"Jl. Andi Djemma No.11B, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.167445,119.431145,"RCMJ+2F Banta-Bantaeng, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,636,+6285159557420,https://linktr.ee/Pasarkopi,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkA5s0BjLoE5TBKfF8egQ065Ecx198EaKDwag2f1lMbvA5CdoNHr3uE73PEJhWpbMrDY3q2bYW0mJHdcNvaheKHcF493svn1wdJKZrm21aD1GDO82k-4afJXHpxL9Hbyk-6FRE=w408-h408-k-no,"Senin,Buka 24 jam | Selasa,Buka 24 jam | Rabu,Buka 24 jam | Kamis,Buka 24 jam | Jumat,Buka 24 jam | Sabtu,Buka 24 jam | Minggu,Buka 24 jam",https://www.google.com/maps/place/Paskop/data=!4m7!3m6!1s0x2dbee32f22aeb5d3:0x9bff33639d4051ad!8m2!3d-5.167445!4d119.431145!16s%2Fg%2F11f77yn8hp!19sChIJ07WuIi_jvi0RrVFAnWMz_5s,cafe Makassar | kedai kopi Makassar | coffee shop Makassar
26,KopTu Authentic Makassar,Kedai Kopi,"Jl. Pandang Raya No.1, Paropo, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1585308,119.4523941,"RFR2+HX Paropo, Kota Makassar, Sulawesi Selatan, Indonesia",4.9,64,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmBaHwxMiHDY_rQHhnfeqSthIk_m8BJpvrgiPvE1y5CeZNw6CP3aPzBr-prNAiGHk9KZBCeHoHuI4u9u8o7HCElLUUrKwfUN5EGY1bnKG6cOkssrc32hLjUInVgp0IrKKFxoOVg=w408-h306-k-no,"Senin,09.00 hingga 00.00 | Selasa,09.00 hingga 00.00 | Rabu,09.00 hingga 00.00 | Kamis,09.00 hingga 00.00 | Jumat,09.00 hingga 00.00 | Sabtu,09.00 hingga 00.00 | Minggu,09.00 hingga 00.00",https://www.google.com/maps/place/KopTu+Authentic+Makassar/data=!4m7!3m6!1s0x2dbee33297a53029:0x1c851ce2994fa7c7!8m2!3d-5.1585308!4d119.4523941!16s%2Fg%2F11rvbmf3r1!19sChIJKTCllzLjvi0Rx6dPmeIchRw,cafe Makassar | kedai kopi Makassar
27,Kopi 2 SKS Makassar,Kedai Kopi,"Jalan Hertasning Utara II Blok F 28, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1611758,119.4404319,"RCQR+G5 Masale, Kota Makassar, Sulawesi Selatan, Indonesia",4.9,129,+6285341354449,https://kopi2sks.id/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk2wS-YSFGkfqyDqdkOo2ica-3CaPXGXyUzhqXWBx3TvIZaSyPbTwHffohuon3-aRogOBo9luvnL4uD4V229xMgk3qIDmlmm3dEqms8S87QYj8vZoxFZeKBIYK5poYNEvkleAf1=w408-h342-k-no,"Senin,06.00 hingga 02.00 | Selasa,06.00 hingga 02.00 | Rabu,06.00 hingga 02.00 | Kamis,06.00 hingga 02.00 | Jumat,06.00 hingga 02.00 | Sabtu,06.00 hingga 02.00 | Minggu,06.00 hingga 02.00",https://www.google.com/maps/place/Kopi+2+SKS+Makassar/data=!4m7!3m6!1s0x2dbee3e7ab1839af:0xb3a22043a8280e7a!8m2!3d-5.1611758!4d119.4404319!16s%2Fg%2F11mhfp9sx8!19sChIJrzkYq-fjvi0Reg4oqEMgorM,cafe Makassar | kedai kopi Makassar | coffee shop Makassar
28,Arma Cafe,Kafe,"Jl. Andi Djemma No.55, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90224, Indonesia",Makassar,-5.1637899,119.4235217,"RCPF+FC Banta-Bantaeng, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,383,+6282193397878,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl7dQzkzWDyWUaHA0eTVzJ0bxpnxlDhmrudV-xoSSkamaPScq3GcK-dvz7gM_vyq52MJ3Az2qrpfBx5XRuZwu8gm3ye-zqeaq-mifQDLyRbBNC4x6Q-A6zGxzsI1AbPd2W7pP4B=w408-h544-k-no,"Senin,08.00 hingga 02.00 | Selasa,08.00 hingga 02.00 | Rabu,08.00 hingga 04.00 | Kamis,08.00 hingga 02.00 | Jumat,08.00 hingga 02.00 | Sabtu,08.00 hingga 04.00 | Minggu,08.00 hingga 04.00",https://www.google.com/maps/place/Arma+Cafe/data=!4m7!3m6!1s0x2dbee39f75cba07f:0xb211e26af4e9f7f7!8m2!3d-5.1637899!4d119.4235217!16s%2Fg%2F11ssng1l4m!19sChIJf6DLdZ_jvi0R9_fp9GriEbI,cafe Makassar | coffee shop Makassar
29,Kopiriolo,Kedai Kopi,"Jl. Beruang No.19, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132, Indonesia",Makassar,-5.1568381,119.4200304,"RCVC+72 Mamajang Luar, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,430,+624118051421,http://kopiriolo.id/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn3FXex1EjkoZ2f3LcyExC8I7TVBa7fZQsVTf-NHTywvIu10UmQEMxX0W7WhEEcsf68F2RkD3-Bco8grf3y-2GXQhsQwJWuzVQ_J36gphZGJoJXOt81hG5FnzQV5LuaryF10XEROlGnGDEf=w408-h725-k-no,"Senin,07.00 hingga 23.00 | Selasa,07.00 hingga 23.00 | Rabu,07.00 hingga 23.00 | Kamis,07.00 hingga 23.00 | Jumat,07.00 hingga 23.00 | Sabtu,07.00 hingga 23.00 | Minggu,07.00 hingga 23.00",https://www.google.com/maps/place/Kopiriolo/data=!4m7!3m6!1s0x2dbee36ed8647147:0x5f734c14d379f030!8m2!3d-5.1568381!4d119.4200304!16s%2Fg%2F11rj64868j!19sChIJR3Fk2G7jvi0RMPB50xRMc18,cafe Makassar | kedai kopi Makassar
30,"Fore Coffee - Sultan Hasanuddin, Makassar",Kedai Kopi,"Jl. Sultan Hasanuddin No.53, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112, Indonesia",Makassar,-5.140985,119.410828,"VC56+J8 Sawerigading, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,400,+6281211118456,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlb4n5CBCOtnGcBeZgP-8nGJn630mC7isF7TkD0iqDtl5jV6VJ04gEcJcI-BBgE5xpfKc5PrDdIxFZI6F3EXSi3WumIktmyp13UAPKEQ8rrGrE2ozNtON2l8OeOg5hN9aac1iBW=w408-h408-k-no,"Senin,08.00 hingga 22.00 | Selasa,08.00 hingga 22.00 | Rabu,08.00 hingga 22.00 | Kamis,08.00 hingga 22.00 | Jumat,08.00 hingga 23.00 | Sabtu,08.00 hingga 23.00 | Minggu,08.00 hingga 22.00","https://www.google.com/maps/place/Fore+Coffee+-+Sultan+Hasanuddin,+Makassar/data=!4m7!3m6!1s0x2dbf0341800a9fed:0xff94e33265358fdc!8m2!3d-5.140985!4d119.410828!16s%2Fg%2F11v5dl8p76!19sChIJ7Z8KgEEDvy0R3I81ZTLjlP8",cafe Makassar | coffee shop Makassar | coffee shop Makassar
31,VISITO COFFEE,Kafe,"Jl. Monumen Emmy Saelan No.3 no 26, Karunrung, Kec. Rappocini, Kota Makassar, Sumatera Selatan 90221, Indonesia",Makassar,-5.1757897,119.4456566,"RCFW+M7 Karunrung, Kota Makassar, Sulawesi Selatan, Indonesia",5,253,+6282219991465,https://www.instagram.com/visitocoffee.id?igsh=MTlqYWgzZGRycjhvMQ==,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm7J-d0NjEt5R5wii7diYcWdUchYAROMSbbnP-wHy--N-YXivVWCZOPTn9VWo1OyZZLRk_BSunPTqrGzweqgjyx31WEKNY2RVhC1AlRpW0cMO0ltbx38a4C2VU_XFRdzCyzz7U75wD3sZQ5=w408-h306-k-no,"Senin,09.00 hingga 02.00 | Selasa,09.00 hingga 02.00 | Rabu,09.00 hingga 02.00 | Kamis,09.00 hingga 02.00 | Jumat,09.00 hingga 02.00 | Sabtu,09.00 hingga 03.00 | Minggu,09.00 hingga 03.00",https://www.google.com/maps/place/VISITO+COFFEE/data=!4m7!3m6!1s0x2dbee3000e03248d:0x167fbb87f7b5e427!8m2!3d-5.1757897!4d119.4456566!16s%2Fg%2F11xdzk_p_2!19sChIJjSQDDgDjvi0RJ-S194e7fxY,cafe Makassar | coffee shop Makassar
32,Kaffeine Makassar,Kafe,"Jl. Dr. Sutomo No.35, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115, Indonesia",Makassar,-5.1432426,119.4137776,"VC47+PG Sawerigading, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,487,+6281244994491,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnp2JDlqlkjktIKt8F0c8KbNbTljI0bIKnMjddN1h4_Xji11OVPCGDnHHxRnIKyJwLQEFkzj-Taj-3T4hwiIIt66BE6brx3NoJzsI5LStNTk6USP-OW52-_iJE21ND0GNj0slZemHenLts=w408-h543-k-no,"Senin,08.00 hingga 23.00 | Selasa,08.00 hingga 23.00 | Rabu,08.00 hingga 23.00 | Kamis,08.00 hingga 23.00 | Jumat,08.00 hingga 23.00 | Sabtu,08.00 hingga 00.00 | Minggu,08.00 hingga 23.00",https://www.google.com/maps/place/Kaffeine+Makassar/data=!4m7!3m6!1s0x2dbf1d7e2b758cdd:0xdad1f20afc7030ac!8m2!3d-5.1432426!4d119.4137776!16s%2Fg%2F11jvb_q0k1!19sChIJ3Yx1K34dvy0RrDBw_Ary0do,cafe Makassar | coffee shop Makassar
33,REAL CAFE,Kafe,"Jl. Skarda N.1 No.3 B, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221, Indonesia",Makassar,-5.1756118,119.4440963,"RCFV+QJ Karunrung, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,620,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWknlZekC3ouFQQuETyUCdidNsvLlIkCOi-gOCxtKbMJjtWZWDW0lop1keRZuFxvebf0R0qgTGVMFoHo6FZOyBdHhq3diTk9a4phJVP1KRCdhASYOo0s8oM5CHxJqEf5d4W8uwBh=w408-h305-k-no,"Senin,09.00 hingga 23.00 | Selasa,09.00 hingga 23.00 | Rabu,09.00 hingga 23.00 | Kamis,09.00 hingga 23.00 | Jumat,09.00 hingga 23.00 | Sabtu,09.00 hingga 23.00 | Minggu,09.00 hingga 23.00",https://www.google.com/maps/place/REAL+CAFE/data=!4m7!3m6!1s0x2dbee2f4559059b7:0x126e695074332c82!8m2!3d-5.1756118!4d119.4440963!16s%2Fg%2F11b776hpk0!19sChIJt1mQVfTivi0RgiwzdFBpbhI,cafe Makassar | coffee shop Makassar
34,daun coffee,Kafe,"komp. Ruko Puri Mutiara, Jl. Monginsidi Baru No.1, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1493706,119.4274645,"VC2G+7X Rappocini, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,1020,+62411451451,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmJ2aRfRlxjjKapGLMU_PcBPnLb6iXzWLDVL3nux69RsP2Tx3vbbo8f03Qc6GNIzS1obNPLpMAlm2HD3DvJBsvBLpzCx44UfjIf49GlbTgme8KnEFohgiUc9Ffzx7dKaIMH-7NH=w426-h240-k-no,"Senin,09.00 hingga 01.00 | Selasa,09.00 hingga 01.00 | Rabu,09.00 hingga 01.00 | Kamis,09.00 hingga 01.00 | Jumat,09.00 hingga 01.00 | Sabtu,09.00 hingga 01.00 | Minggu,09.00 hingga 01.00",https://www.google.com/maps/place/daun+coffee/data=!4m7!3m6!1s0x2dbee313d767c627:0xccd863a8cd6f7a25!8m2!3d-5.1493706!4d119.4274645!16s%2Fg%2F11j7jl9ngl!19sChIJJ8Zn1xPjvi0RJXpvzahj2Mw,cafe Makassar | coffee shop Makassar
35,PLAZGOZZ CAFE,Kafe,"Jl. Yusuf Daeng Ngawing No.7, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1668581,119.4418934,"RCMR+7Q Tidung, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,428,+6281141402727,https://www.instagram.com/plazgozz_cafe?igsh=NGVhN2U2NjQ0Yg==,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnMdyihfQkIm3sn33deqCOv-VcQCElshc8rCDFfvrKN4hq7Jn_690eFJCMHhUgCUTIeQAl2zB_BZNYEAC4AbXCZShH3XvXrkFebjUH2DJJcLP6kooK1q-3WQuGaBgpZUmwLEbBF1A=w408-h306-k-no,"Senin,07.00 hingga 23.00 | Selasa,07.00 hingga 23.00 | Rabu,07.00 hingga 23.00 | Kamis,07.00 hingga 23.00 | Jumat,07.00 hingga 23.00 | Sabtu,07.00 hingga 23.00 | Minggu,07.00 hingga 23.00",https://www.google.com/maps/place/PLAZGOZZ+CAFE/data=!4m7!3m6!1s0x2dbee3fb9fe772c3:0x35876656a94eb83e!8m2!3d-5.1668581!4d119.4418934!16s%2Fg%2F11pzk8w8xh!19sChIJw3Lnn_vjvi0RPrhOqVZmhzU,cafe Makassar
36,Melos Coffee & Eatery,Kedai Kopi,"VC7M+PVW, Sinrijala, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90232, Indonesia",Makassar,-5.1354544,119.434586,,4.3,315,+6282288881157,http://instagram.com/melos.coffee,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWku0c23wRC03TSRYf6NQancnW_nGUuwXaRZvD63d5ufS_UfHzqYlRE0yy07mOJlMq_GCI9ovssTdD4t5K-E6xS0KqQU1VEO_LWIgVbd0t1hDmL-75UUsxYB3-zsLNSPKDvpcryaKEyhyp_5=w408-h725-k-no,"Senin,09.00 hingga 23.30 | Selasa,09.00 hingga 23.30 | Rabu,09.00 hingga 23.30 | Kamis,09.00 hingga 23.30 | Jumat,09.00 hingga 23.30 | Sabtu,09.00 hingga 23.30 | Minggu,09.00 hingga 23.30",https://www.google.com/maps/place/Melos+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2dbefd737269bf67:0x7ba1cb8b42091d12!8m2!3d-5.1354544!4d119.434586!16s%2Fg%2F11ptn4r6p9!19sChIJZ79pcnP9vi0REh0JQovLoXs,cafe Makassar | coffee shop Makassar
37,Maka coffee,Kafe,"Jl. Perintis Kemerdekaan No.km.17, Pai, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90243, Indonesia",Makassar,-5.0893991,119.5172859,"WG68+6W Pai, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,151,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnpY6WvHBXGHGPfH6p6oKSEFAFh3GzZEDjd_BPb9DfHLHHpFp5_Vg8KzgPPO2rrj_X78nnk_uMf-o4sI5FGAHeDUDoBscXzaBmryQKpOShcZ9BSPAh_UrPxJ9qlyA3R6pSRim5Qgf6wNKsf=w408-h725-k-no,"Senin,07.30 hingga 23.00 | Selasa,07.30 hingga 23.00 | Rabu,07.30 hingga 23.00 | Kamis,07.30 hingga 23.00 | Jumat,07.30 hingga 00.00 | Sabtu,07.30 hingga 00.00 | Minggu,07.30 hingga 00.00",https://www.google.com/maps/place/Maka+coffee/data=!4m7!3m6!1s0x2dbefb6eb5b5f285:0x78ca91d50cb15bf!8m2!3d-5.0893991!4d119.5172859!16s%2Fg%2F11m5lp26fg!19sChIJhfK1tW77vi0RvxXLUB2pjAc,cafe Makassar | kedai kopi Makassar
38,Kyouchii,Kafe,"INFORMA - LIVING PLAZA LATANETE KOTA MAKASSAR, Jl. Sungai Saddang Lama No.15, Pisang Sel., Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90141, Indonesia",Makassar,-5.1456699,119.4197769,"VC39+PW Pisang Sel., Kota Makassar, Sulawesi Selatan, Indonesia",4.8,2428,+624113616200,https://www.instagram.com/kyouchii?igsh=c3o2dGYwZ2lvMGd1,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWntq-KBhNLRw-5p2yvErBWE2fquM1zVx0KOpqlHwjrsVjXhylQBRvmmdi5BXfZ489QeWUx-p4WN1CeaJnR9PShsZy0QwDhY7Mikag54AvEMQuEPCIwdFjpPBeQ8vTmTIAlJfwx0=w408-h408-k-no,"Senin,10.00 hingga 22.00 | Selasa,10.00 hingga 22.00 | Rabu,10.00 hingga 22.00 | Kamis,10.00 hingga 22.00 | Jumat,10.00 hingga 22.00 | Sabtu,10.00 hingga 22.00 | Minggu,10.00 hingga 22.00",https://www.google.com/maps/place/Kyouchii/data=!4m7!3m6!1s0x2dbee2aa440f4c51:0x35c3f84d5679f108!8m2!3d-5.1456699!4d119.4197769!16s%2Fg%2F11c5hj0vlg!19sChIJUUwPRKrivi0RCPF5Vk34wzU,cafe Makassar
39,KARMA Cafe & Lounge,Restoran,"RCQR+3WV, Jl. Letjen Hertasning, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.162258,119.4422968,,4.5,392,+6281223334455,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl7bJwBT5QNX5wOWNdyTo05bu-KPNn-cR8FQTVL6dEunczZDcGtzJKLjUC7CzCCikEBRCnXPVsbJW_q-XLdMfXYIMBD_4xzLlc8dS489yPRBIVYLvppgmC4yZIvF5WMmfKl87s5=w408-h544-k-no,"Senin,06.22 hingga 17.25 | Selasa,06.25 hingga 17.21 | Rabu,06.25 hingga 17.20 | Kamis,11.00 hingga 01.00 | Jumat,06.24 hingga 14.29 | Sabtu,11.00 hingga 02.00 | Minggu,07.40 hingga 17.03",https://www.google.com/maps/place/KARMA+Cafe+%26+Lounge/data=!4m7!3m6!1s0x2dbee3fd4cc93b97:0x748a314cb71a5dee!8m2!3d-5.162258!4d119.4422968!16s%2Fg%2F11mvm3gmbh!19sChIJlzvJTP3jvi0R7l0at0wxinQ,cafe Makassar
40,Cafe De Capitol,Kafe,"Samping kopi kulo, Jalan Doktor Leimena.10 B Tello Baru, Abdesir, Antang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90233, Indonesia",Makassar,-5.1493798,119.4751936,"VF2G+63 Antang, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,326,+6285398338697,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkWMg1g4LPdB9ynBJtpB8MIgGg7arbO0z2Z_H-WxdgpKZWAtGhG2A8dDjYob693F_UDCF4fu5lEzcTtlDuWR3wx0S2JW9zPJC29deGFLnj8ehBBNhbdzd23sjyPhk8ZrsommECqJg=w427-h240-k-no,"Senin,10.00 hingga 23.00 | Selasa,10.00 hingga 23.00 | Rabu,10.00 hingga 23.00 | Kamis,10.00 hingga 23.00 | Jumat,10.00 hingga 23.00 | Sabtu,10.00 hingga 23.00 | Minggu,10.00 hingga 23.00",https://www.google.com/maps/place/Cafe+De+Capitol/data=!4m7!3m6!1s0x2dbee3df4f4ef4d3:0x157ec3f926d4e516!8m2!3d-5.1493798!4d119.4751936!16s%2Fg%2F11j463fshl!19sChIJ0_ROT9_jvi0RFuXUJvnDfhU,cafe Makassar
41,MyCoffee,Kedai Kopi,"Jl. Sultan Hasanuddin No.1, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115, Indonesia",Makassar,-5.136236,119.4076163,"VC75+G2 Baru, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,667,+6285102858456,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmSii7ZaOehztZQl7Ov9KUbtmhcb8_-WCYBh8zD-X1DRBcA0xzPLaS6013RGHpcgizzicS9ItHK34K6_EM8si19L7JEo9Xd-Ut5H3cPSJUVV8duOZfGpxvUvaAqJl8YVAM7dZSetg12DQ=w408-h724-k-no,"Senin,07.00 hingga 23.00 | Selasa,07.00 hingga 23.00 | Rabu,07.00 hingga 23.00 | Kamis,07.00 hingga 23.00 | Jumat,07.00 hingga 23.00 | Sabtu,07.00 hingga 23.00 | Minggu,07.00 hingga 23.00",https://www.google.com/maps/place/MyCoffee/data=!4m7!3m6!1s0x2dbf02b1ee49f125:0xf07d008df6460a46!8m2!3d-5.136236!4d119.4076163!16s%2Fg%2F11cn7ssqq0!19sChIJJfFJ7rECvy0RRgpG9o0AffA,cafe Makassar | kedai kopi Makassar | coffee shop Makassar
42,Nucifera Cafe & Pastry,Kafe,"Jl. Serigala No.10-12, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132, Indonesia",Makassar,-5.1568909,119.4218296,"RCVC+6P Mamajang Dalam, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,316,+628114266888,https://www.instagram.com/nuciferacafe/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnW4aLaA_JYV2hcFBZPBIdavyHHro0NpoTWqz0exfAgj6nl_B1Ff4MlLhB0R7cV6JZ6bEcDuoCqwy1QVHSaXV73jFmEADhJbIJiV8MGVMpaUU1QN8yhDJIltLd-Oj7D8f2repDaPqRGIvY=w408-h544-k-no,"Senin,08.00 hingga 23.00 | Selasa,08.00 hingga 23.00 | Rabu,08.00 hingga 23.00 | Kamis,08.00 hingga 23.00 | Jumat,08.00 hingga 23.00 | Sabtu,08.00 hingga 23.00 | Minggu,08.00 hingga 23.00",https://www.google.com/maps/place/Nucifera+Cafe+%26+Pastry/data=!4m7!3m6!1s0x2dbee33dff3a6fcf:0x36abdfe9e12a7c33!8m2!3d-5.1568909!4d119.4218296!16s%2Fg%2F11t54qgt2f!19sChIJz286_z3jvi0RM3wq4enfqzY,cafe Makassar | coffee shop Makassar
43,Heavan With You,Kafe,"Jl. Ks. Tubun No.3, Kp. Buyang, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90121, Indonesia",Makassar,-5.1614779,119.4115125,"RCQ6+CJ Kp. Buyang, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,480,+628114647888,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmYGEehU9oRjJT9M-0Ak9P3khKlFgSXYaFeyIwv2TGLuNCBPjPYE7v-BSkciuFwYq98QM8UqX0oPk44_btXdLJcaaodXKCMYvwd8eq_V3S6syMjPUtCnfuClHScEbxn2Jte84Ok=w408-h544-k-no,"Senin,09.00 hingga 02.00 | Selasa,09.00 hingga 02.00 | Rabu,09.00 hingga 02.00 | Kamis,09.00 hingga 02.00 | Jumat,09.00 hingga 02.00 | Sabtu,09.00 hingga 02.00 | Minggu,09.00 hingga 02.00",https://www.google.com/maps/place/Heavan+With+You/data=!4m7!3m6!1s0x2dbf1dbd4cce00ed:0x23f21b1ae1f5e77f!8m2!3d-5.1614779!4d119.4115125!16s%2Fg%2F11v0xsdy9r!19sChIJ7QDOTL0dvy0Rf-f14Rob8iM,cafe Makassar | coffee shop Makassar
44,TOKIO COFFEE LAB.,Kedai Kopi,"Jl. Durian No.33, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90113, Indonesia",Makassar,-5.1477248,119.4097992,"VC25+WW Losari, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,191,+628114110135,https://www.instagram.com/tokiocoffeelab?igsh=Nzk1MHRweTA3aXFv,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkdkQoTR2OGKDNPuIIY16cymAO1j3rq4kQImUbICVp5cvCUo27N7vtJmYc931yrgQM2zHA43JeVByuL2M4XYgccpgtwsUxBCKlZHyf7ppi4sJVvRELuhl5ArCpj0VW7MMExQ_T28SVkO2c=w426-h240-k-no,"Senin,07.00 hingga 22.00 | Selasa,07.00 hingga 22.00 | Rabu,07.00 hingga 22.00 | Kamis,07.00 hingga 22.00 | Jumat,07.00 hingga 00.00 | Sabtu,07.00 hingga 00.00 | Minggu,07.00 hingga 00.00",https://www.google.com/maps/place/TOKIO+COFFEE+LAB./data=!4m7!3m6!1s0x2dbf1d4e8edcc16f:0x6624e878498791fd!8m2!3d-5.1477248!4d119.4097992!16s%2Fg%2F11h3ddsblb!19sChIJb8Hcjk4dvy0R_ZGHSXjoJGY,cafe Makassar | coffee shop Makassar
